Comment,Designator,Footprint,LCSC Part #
"100n","C1, C2, C3, C4, C5, C204, C205, C206, C207, C212, C213, C214, C215, C220, C221, C222, C223, C224, C225, C226, C101, C105, C106, C107, C108, C109, C110, C111, C112, C113, C117, C118, C119, C120, C121, C122, C123, C124, C125, C126, C127, C128, C129, C130, C135, C139, C420, C411, C413, C470, C460, C461, C440, C430, C431, C430_2, C431_2, C480, C481, C482","C0603","C14663"
"1N4148WS","D1, D2, D3, D18, D19, D20, D21, D22, D23, D24, D25, D26, D27, D28, D40, D41, D42, D43, D44, D45, D46, D47, D48, D49, D50, D62, D63, D64, D65, D70, D71, D410, D412, D413, D414","SOD-323","C2128"
"LED-GREEN-0805","D4, D5, D6","LED-0805","C2297"
"LED-WHITE-0603","D7, D8, D51, D52, D53, D54, D55, D56, D57, D58, D59, D60, D61, D66, D67, D68, D69","LED-0603","C2290"
"LED-GREEN-0603","D9, D104, D601","LED-0603","C72043"
"LED-BLUE-0603","D10, D11, D12, D13, D14, D15, D16, D17, D105, D602","LED-0603","C72041"
"LED-RED-0603","D29, D30, D31, D32, D33, D34, D35, D36, D37, D38, D39, D103, D600, D603","LED-0603","C2286"
"USB-Mini-V","J2","USB-B-VERTICAL","C13453"
"USB-Adapter","J3","USB-B-VERTICAL",""
"GZ2012D101TF","L1","L0805","C1015"
"XH-8A","P8","CONN-XH-8A","C146110"
"CAM","P9","",""
"CRANK","P10","",""
"WBO SWD","P11","",""
"AUIPS2041LTR","Q1, Q2, Q305, Q306, Q307, Q308, Q309, Q310, Q311, Q312","SOT-223","C113610"
"0","R1, R2, R3, R4, R6, R8, R9, R11, R25, R26","R0805","C17477"
"1k","R12, R440","R0603","C21190"
"10k","R13, R20, R21, R22, R23, R208, R210, R129, R130, R304, R305, R306","R0603-4","C29718"
"1k","R14, R19","R0603-4","C20197"
"470","R15, R16","R0603-4","C25510"
"4.7k","R17, R18, R200, R201, R202, R203, R204, R205, R207","R0603-4","C1980"
"2.2k","R24, R122, R123","R0603","C4190"
"10k","R27, R28, R102, R121, R127, R128, R421, R300, R301, R315, R480","R0603","C25804"
"Switch SPST","S1, S2","SMD-2_2.9x3.9x1.7","C115357"
"Abs. Pressure Sensor","U1","867B",""
"1n","C200, C202, C203, C216, C217, C218, C219","C0603","C1588"
"10n","C201, C208, C209, C210, C211, C428","C0603","C57112"
"2.2u","C227, C228, C229","C0805","C49217"
"SRV05-4-P-T7","D200, D201, D202, D203, D204, D205, D102","SOT23-6","C85364"
"P6SMB6.8CA","D206, D421","SMB","C78395"
"680k","R206, R209, R211","R0603-4","C145776"
"510","R212, R213, R214, R215, R116, R119, R120, R124","R0603","C23193"
"3.3k","R216","R0603","C22978"
"4.7u","C102, C103, C104, C137, C138, C140, C427, C616","C0603","C19666"
"2.2u","C114, C131","C0603","C23630"
"12p","C115, C116","C0603","C38523"
"18p","C132, C136","C0603","C1647"
"B5819W","D101, D107, D416, D417, D300, D301, D302, D303, D440, D441, D480","SOD-123","C8598"
"LED-YELLOW-0603","D106","LED-0603","C72038"
"SDFL2012Q3R3KTF","L101","L0805","C51725"
"4.7k","R101, R107, R108, R109, R110, R111, R112, R113, R115, R117, R118, R125, R126","R0603-4","C66697"
"100","R104, R106","R0603","C22775"
"47","R114","R0603","C23182"
"AMS1117-3.3","U101","SOT-223","C6186"
"LMV324IPWR","U102, U104, U106, U107, U108, U109, U600","TSSOP14","C398929"
"STM32F427IGT6","U105","LQFP176","C117817"
"XC6206P332MR","U111, U604","SOT-23","C5446"
"32.768 kHz","Y101","SMD2012","C99009"
"8.0 MHz","Y102","SMD5032","C115962"
"10u","C421, C422, C423, C424","C1206","C13585"
"10u","C425, C426, C300, C304, C305, C306, C307, C308, C309, C310, C311, C312, C313","C0805","C15850"
"220p","C429","C0603","C1603"
"SS34","D420","SMA","C8678"
"2.2uH","L420","L1210","C89016"
"MWSA0503-10uH","L421","MWSA0503","C139506"
"1","R420","R0603","C22936"
"68k","R422","R0603","C23231"
"12k","R423, R472","R0603","C22790"
"LMR14020","U420","SOP8","C187824"
"22u","C450, C451","C0603","C59461"
"Molex MicroSD 47219-2001","J450","SDAMB-012","C164170"
"33k","R450, R411, R474","R0603","C4216"
"47u","C410, C412","C1206","C96123"
"PSM712-LF","D411, D304, D305","SOT-23","C32677"
"SMCJ30A","D418","SMC","C310046"
"SMD1206P050TF/24","F410, F300","SMD1206","C70076"
"6.8k","R410, R413","R0603","C23212"
"MIC5205-3.3YM5","U410","SOT23-5","C37970"
"3.3n","C471","C0603","C1613"
"330p","C472","C0603","C1664"
"47p","C473","C0603","C1671"
"680p","C474","C0603","C1630"
"470k","R470","R0603","C23178"
"100k","R471, R473","R0603","C25803"
"LMV321IDBVR","U470, U471","SOT23-5","C7972"
"PJM2319PSA","Q300, Q301, Q302, Q303, Q304, Q313, Q314","SOT-23","C411720"
"4.7k","R302, R303, R307, R308, R313","R0603","C23162"
"0","R310","R0603","C21189"
"RZ7899","U300, U303","SO8","C92373"
"ULN2003AD","U301, U304","SOIC16","C7512"
"TC4427","U302","SO8","C20551"
"10","R461, R462, R463, R464, R466, R467, R468, R469","R0603","C22859"
"SN74LVC4245APWR","U460","TSSOP24","C7859"
"TJA1021T/20/CM","U440","SO8","C128810"
"PESD1CAN","D430, D430_2","SOT-23","C343993"
"120","R430, R430_2","R0603","C22787"
"TJA1051T/3/1J","U430, U430_2","SO8","C38695"
"ST/Link 2x5","P480","HDR2x5-F-TH-SMD",""
"1u","C600, C607, C609, C610, C611","C0402","C52923"
"100n","C601, C602, C605, C608, C612, C613, C614, C615","C0402","C1525"
"33n","C603","C0402","C1585"
"DNP","C604","C0402",""
"DNP","C606","C0402",""
"1k","R600, R601, R616, R617, R622, R626, R627, R628","R0402","C11702"
"68k","R602, R603","R0402","C36871"
"10k","R604, R605, R613, R614, R618, R619, R625","R0402","C25744"
"10","R606","R0402","C25077"
"22k","R607","R0402","C25768"
"47","R608","R0402","C25118"
"61.9","R609","R0603","C23092"
"20k","R610, R611, R612","R0402","C25765"
"100k","R615, R621","R0402","C25741"
"27k","R620, R623","R0402","C25771"
"3.3k","R624","R0402","C25890"
"AD8628","U601","TSOT23-5","C29309"
"REF3033","U603","SOT-23","C36658"

